年份,月份,进出口,商品编码,商品描述,企业名称,出口最终国或进口原产国,收发货地,报关口岸,贸易方式,运输方式,航次,数量,金额,商品分类
2011,8,出口,2023000,冻藏的去骨牛肉,进出口公司67,罗马尼亚,上海浦东新区,深圳海关,一般贸易,公路运输,2,24000,37155,20
2007,9,出口,2023000,冻藏的去骨牛肉,进出口公司68,美国,无锡其他,长春海关,一般贸易,水路运输,4,12253,37436,20
2008,10,出口,2023000,冻藏的去骨牛肉,进出口公司69,伊拉克,北京其他,深圳海关,一般贸易,公路运输,2,24000,43347,20
2012,11,出口,2023000,冻藏的去骨牛肉,进出口公司70,法国,西青区,天津海关,一般贸易,水路运输,4,12000,46295,20
2006,12,出口,2023000,冻藏的去骨牛肉,进出口公司71,美国,宁波其他,拱北海关,一般贸易,公路运输,3,24000,49540,20
2012,1,出口,2023000,冻藏的去骨牛肉,进出口公司72,美国,瑞安,深圳海关,一般贸易,公路运输,3,24000,52636,20
2009,2,出口,2023000,冻藏的去骨牛肉,进出口公司73,俄罗斯,海淀区其他,深圳海关,一般贸易,公路运输,3,24000,53797,20
2012,3,出口,2023000,冻藏的去骨牛肉,进出口公司74,澳大利亚,南通其他,大连海关,一般贸易,水路运输,3,19872,54663,20
2008,4,出口,2023000,冻藏的去骨牛肉,进出口公司75,美国,常州其他,青岛海关,一般贸易,水路运输,3,28000,56791,20
2007,5,出口,2023000,冻藏的去骨牛肉,进出口公司76,尼日利亚,宝鸡其他,深圳海关,一般贸易,公路运输,2,46000,59345,20
2007,6,出口,2023000,冻藏的去骨牛肉,进出口公司77,美国,濮阳,深圳海关,一般贸易,公路运输,2,38000,73949,20
2006,7,出口,2023000,冻藏的去骨牛肉,进出口公司78,美国,荆州,深圳海关,一般贸易,公路运输,2,44000,83175,20
2006,8,出口,2023000,冻藏的去骨牛肉,进出口公司79,印度,上海其他,深圳海关,一般贸易,公路运输,2,48000,83521,20
2012,9,出口,2023000,冻藏的去骨牛肉,进出口公司80,土库曼斯坦,朝阳区,深圳海关,一般贸易,公路运输,2,48000,86694,20
2011,10,出口,2023000,冻藏的去骨牛肉,进出口公司81,阿尔及利亚,北京其他,青岛海关,一般贸易,水路运输,1,19000,8890,20
2010,11,出口,2023000,冻藏的去骨牛肉,进出口公司82,新加坡,河西区,深圳海关,一般贸易,公路运输,2,48000,89790,20
2007,12,出口,2023000,冻藏的去骨牛肉,进出口公司83,加拿大,苏州其他,深圳海关,一般贸易,公路运输,2,50500,92841,20
2006,1,出口,2032110,冻整头及半头乳猪肉,进出口公司84,印度,河北其他,上海海关,一般贸易,水路运输,6,24000,123150,20
2006,2,出口,2032110,冻整头及半头乳猪肉,进出口公司85,新加坡,东莞,上海海关,一般贸易,水路运输,6,24000,124800,20
2007,3,出口,2032110,冻整头及半头乳猪肉,进出口公司86,美国,株州其他,上海海关,一般贸易,水路运输,6,24180,131340,20
2008,4,出口,2032110,冻整头及半头乳猪肉,进出口公司87,印度尼西亚,石家庄其他,深圳海关,一般贸易,公路运输,3,13000,26826,20
2007,5,出口,2032110,冻整头及半头乳猪肉,进出口公司88,美国,成都高新综合保税区,深圳海关,一般贸易,公路运输,2,20000,30000,20
2009,6,出口,2032110,冻整头及半头乳猪肉,进出口公司89,新加坡,苏州其他,深圳海关,一般贸易,公路运输,3,24000,48920,20
2007,7,出口,2032110,冻整头及半头乳猪肉,进出口公司90,印度,昆山,深圳海关,一般贸易,公路运输,2,26183,50657,20
2008,8,出口,2032110,冻整头及半头乳猪肉,进出口公司91,阿曼,沧州,深圳海关,一般贸易,公路运输,3,26000,53660,20
2009,9,出口,2032110,冻整头及半头乳猪肉,进出口公司92,澳大利亚,德州,拱北海关,一般贸易,公路运输,2,4500,8128,20
2007,10,出口,2032190,其他冻整头及半头猪肉,进出口公司93,美国,苏州其他,广州海关,一般贸易,水路运输,3,6000,13147,20
2006,11,出口,2032190,其他冻整头及半头猪肉,进出口公司94,加拿大,江苏其他,乌鲁木齐海关,边境小额贸易,公路运输,2,100000,136000,20
2008,12,出口,2032190,其他冻整头及半头猪肉,进出口公司95,巴布亚新几内亚,德州,深圳海关,一般贸易,公路运输,2,80500,144063,20
2008,1,出口,2032190,其他冻整头及半头猪肉,进出口公司96,巴基斯坦,上海青浦出口加工区,乌鲁木齐海关,边境小额贸易,公路运输,2,156000,195000,20
2007,2,出口,2032190,其他冻整头及半头猪肉,进出口公司97,加拿大,南通其他,深圳海关,一般贸易,公路运输,2,13000,25996,20
2009,3,出口,2032190,其他冻整头及半头猪肉,进出口公司98,格鲁吉亚,南通其他,深圳海关,一般贸易,公路运输,2,182000,305216,20
2009,4,出口,2032190,其他冻整头及半头猪肉,进出口公司99,阿尔及利亚,江阴,深圳海关,一般贸易,公路运输,2,287796,366115,20
2008,5,出口,2032190,其他冻整头及半头猪肉,进出口公司100,美国,松江,深圳海关,一般贸易,公路运输,2,24000,46444,20
2007,6,出口,2032190,其他冻整头及半头猪肉,进出口公司101,俄罗斯,成都其他,深圳海关,一般贸易,公路运输,2,307500,475152,20
2008,7,出口,2032190,其他冻整头及半头猪肉,进出口公司102,美国,江苏其他,深圳海关,一般贸易,公路运输,2,309000,535008,20
2012,8,出口,2032190,其他冻整头及半头猪肉,进出口公司103,伊朗,东营,深圳海关,一般贸易,公路运输,2,532000,744800,20
2011,9,出口,2032190,其他冻整头及半头猪肉,进出口公司104,孟加拉国,成都其他,深圳海关,一般贸易,公路运输,2,49612,88411,20
2008,10,出口,2032190,其他冻整头及半头猪肉,进出口公司105,印度尼西亚,山东其他,深圳海关,一般贸易,公路运输,2,48000,92874,20
2009,11,出口,2032900,其他冻藏猪肉,进出口公司106,中国香港,深圳特区,青岛海关,一般贸易,水路运输,2,700000,1137500,20
2012,12,出口,2032900,其他冻藏猪肉,进出口公司107,美国,青岛其他,深圳海关,一般贸易,公路运输,3,48000,105256,20
2012,1,出口,2032900,其他冻藏猪肉,进出口公司108,阿塞拜疆,朝阳区,青岛海关,一般贸易,水路运输,2,76000,106585,20
2007,2,出口,2032900,其他冻藏猪肉,进出口公司109,印度尼西亚,武汉其他,青岛海关,一般贸易,水路运输,2,76500,106794,20
2006,3,出口,2032900,其他冻藏猪肉,进出口公司110,加拿大,河北其他,乌鲁木齐海关,边境小额贸易,公路运输,2,84000,107220,20
2006,4,出口,2032900,其他冻藏猪肉,进出口公司111,苏丹,北京其他,天津海关,一般贸易,水路运输,2,550,1073,20
2007,5,出口,2032900,其他冻藏猪肉,进出口公司26,美国,宁波其他,深圳海关,一般贸易,公路运输,2,72000,108000,20
2009,6,出口,2032900,其他冻藏猪肉,进出口公司27,丹麦,临沂,青岛海关,一般贸易,水路运输,2,73500,111720,20
2011,7,出口,2032900,其他冻藏猪肉,进出口公司28,澳大利亚,河北其他,青岛海关,一般贸易,水路运输,2,91800,113832,20
2009,8,出口,2032900,其他冻藏猪肉,进出口公司29,澳大利亚,浦东其他,拱北海关,一般贸易,公路运输,2,75000,115215,20
2010,9,出口,2032900,其他冻藏猪肉,进出口公司30,阿曼,白城,乌鲁木齐海关,边境小额贸易,公路运输,2,333500,498655,20
2009,10,出口,2032900,其他冻藏猪肉,进出口公司31,加拿大,苏州其他,深圳海关,一般贸易,铁路运输,2,373500,523932,20
2008,11,出口,2032900,其他冻藏猪肉,进出口公司32,加拿大,南通其他,深圳海关,一般贸易,公路运输,3,2600,5367,20
2006,12,出口,2032900,其他冻藏猪肉,进出口公司33,巴基斯坦,德州,深圳海关,一般贸易,铁路运输,2,36500,54076,20
2012,1,出口,2032900,其他冻藏猪肉,进出口公司34,印度尼西亚,东营,深圳海关,一般贸易,铁路运输,2,37000,55361,20
2007,2,出口,2032900,其他冻藏猪肉,进出口公司35,法国,青岛其他,青岛海关,一般贸易,水路运输,3,1941,5580,20
2008,3,出口,2032900,其他冻藏猪肉,进出口公司36,美国,成都其他,青岛海关,一般贸易,水路运输,2,41000,55915,20
2006,4,出口,2032900,其他冻藏猪肉,进出口公司37,委内瑞拉,朝阳区,长春海关,一般贸易,公路运输,2,350000,560000,20
2009,5,出口,2032900,其他冻藏猪肉,进出口公司38,印度尼西亚,德州,乌鲁木齐海关,一般贸易,公路运输,2,375000,562500,20
2010,6,出口,2032900,其他冻藏猪肉,进出口公司39,新加坡,武清县,深圳海关,一般贸易,铁路运输,2,37000,56326,20
2008,7,出口,2032900,其他冻藏猪肉,进出口公司40,俄罗斯,东营,青岛海关,一般贸易,水路运输,2,426000,566770,20
2009,8,出口,2032900,其他冻藏猪肉,进出口公司41,美国,宁波其他,深圳海关,一般贸易,公路运输,2,45556,57356,20
2012,9,出口,2032900,其他冻藏猪肉,进出口公司42,美国,张家港其他,深圳海关,一般贸易,铁路运输,2,407000,591259,20
2010,10,出口,2032900,其他冻藏猪肉,进出口公司43,利比亚,牡丹江,青岛海关,一般贸易,水路运输,2,421750,598618,20
2007,11,出口,2032900,其他冻藏猪肉,进出口公司44,美国,青岛其他,深圳海关,一般贸易,公路运输,2,50000,60506,20
2006,12,出口,2032900,其他冻藏猪肉,进出口公司45,印度,青岛其他,青岛海关,一般贸易,水路运输,2,550000,632500,20
2008,1,出口,2032900,其他冻藏猪肉,进出口公司46,阿联酋,成都其他,深圳海关,一般贸易,公路运输,3,294000,641929,20
2006,2,出口,2032900,其他冻藏猪肉,进出口公司47,波兰,郑州其他,深圳海关,一般贸易,公路运输,2,50000,64314,20
2007,3,出口,2032900,其他冻藏猪肉,进出口公司48,澳大利亚,盐城,深圳海关,一般贸易,公路运输,2,46000,69000,20
2010,4,出口,2032900,其他冻藏猪肉,进出口公司49,新加坡,兰州其他,青岛海关,一般贸易,水路运输,2,50000,69500,20
2012,5,出口,2032900,其他冻藏猪肉,进出口公司50,埃及,南通其他,成都海关,一般贸易,铁路运输,2,515500,723423,20
2009,6,出口,2032900,其他冻藏猪肉,进出口公司51,印度,广汉,青岛海关,一般贸易,水路运输,2,51000,78690,20
2009,7,出口,2032900,其他冻藏猪肉,进出口公司52,新加坡,苏州高新技术产业开发区,青岛海关,一般贸易,水路运输,2,525,798,20
2011,8,出口,2032900,其他冻藏猪肉,进出口公司53,哈萨克斯坦,镇江,深圳海关,一般贸易,公路运输,2,50000,81147,20
2006,9,出口,2032900,其他冻藏猪肉,进出口公司54,法国,西安其他,拱北海关,一般贸易,公路运输,2,54500,81573,20
2007,10,出口,2032900,其他冻藏猪肉,进出口公司55,卡塔尔,兰州其他,深圳海关,一般贸易,公路运输,2,49687,85896,20
2012,11,出口,2032900,其他冻藏猪肉,进出口公司56,美国,烟台其他,拱北海关,一般贸易,公路运输,2,56000,89055,20
2011,12,出口,2032900,其他冻藏猪肉,进出口公司57,阿联酋,台州,深圳海关,一般贸易,铁路运输,2,646000,890690,20
2009,1,出口,2032900,其他冻藏猪肉,进出口公司58,埃及,常州其他,深圳海关,一般贸易,铁路运输,2,74000,90203,20
2011,2,出口,2032900,其他冻藏猪肉,进出口公司59,巴西,南京其他,深圳海关,一般贸易,公路运输,2,48000,92873,20
2012,3,出口,2032900,其他冻藏猪肉,进出口公司60,美国,北京其他,青岛海关,一般贸易,水路运输,2,74950,99541,20
2008,4,出口,2032900,其他冻藏猪肉,进出口公司43,阿联酋,宝鸡其他,深圳海关,一般贸易,铁路运输,2,73500,99563,20
2006,5,出口,2041000,鲜或冷藏的整头及半头羔羊肉,进出口公司44,韩国,上海其他,大连海关,一般贸易,水路运输,3,33971,67944,20
2006,6,出口,2042200,鲜或冷藏的带骨绵羊肉,进出口公司45,美国,江津区,天津海关,一般贸易,水路运输,2,618570,1016019,20
2010,7,出口,2032900,其他冻藏猪肉,进出口公司46,意大利,镇江,深圳海关,一般贸易,公路运输,2,72000,120747,20
2011,8,出口,2032900,其他冻藏猪肉,进出口公司47,法国,株州其他,青岛海关,一般贸易,水路运输,2,75200,126735,20
2010,9,出口,2032900,其他冻藏猪肉,进出口公司48,新加坡,株州其他,青岛海关,一般贸易,水路运输,2,81000,128070,20
2007,10,出口,2032900,其他冻藏猪肉,进出口公司49,美国,嘉兴,深圳海关,一般贸易,铁路运输,2,111000,129254,20
2011,11,出口,2032900,其他冻藏猪肉,进出口公司50,阿联酋,牡丹江,深圳海关,一般贸易,铁路运输,2,109000,130596,20
2011,12,出口,2032900,其他冻藏猪肉,进出口公司51,印度尼西亚,南汇,青岛海关,一般贸易,水路运输,2,100000,149819,20
2010,1,出口,2032900,其他冻藏猪肉,进出口公司52,美国,潍坊其他,呼和浩特海关,一般贸易,公路运输,1,30000,15463,20
2006,2,出口,2032900,其他冻藏猪肉,进出口公司53,新加坡,南京其他,深圳海关,一般贸易,公路运输,2,13000,15933,20
2006,3,出口,2032900,其他冻藏猪肉,进出口公司54,乌克兰,南通其他,深圳海关,一般贸易,公路运输,2,13000,15933,20
2012,4,出口,2032900,其他冻藏猪肉,进出口公司55,印度尼西亚,松江,深圳海关,一般贸易,公路运输,2,12500,17255,20
2011,5,出口,2032900,其他冻藏猪肉,进出口公司56,英国,牡丹江,青岛海关,一般贸易,水路运输,1,35000,17500,20
2006,6,出口,2032900,其他冻藏猪肉,进出口公司57,印度尼西亚,天津其他,深圳海关,一般贸易,铁路运输,2,111000,176135,20
2010,7,出口,2032900,其他冻藏猪肉,进出口公司58,美国,江苏其他,深圳海关,一般贸易,铁路运输,2,144500,178653,20
2009,8,出口,2032900,其他冻藏猪肉,进出口公司59,美国,成都其他,深圳海关,一般贸易,铁路运输,2,113000,178751,20
2012,9,出口,2032900,其他冻藏猪肉,进出口公司60,美国,苏州高新技术产业开发区,青岛海关,一般贸易,水路运输,2,10000,18650,20
2010,10,出口,2032900,其他冻藏猪肉,进出口公司61,哈萨克斯坦,大庆其他,上海海关,一般贸易,水路运输,3,96000,197515,20
2010,11,出口,2032900,其他冻藏猪肉,进出口公司62,澳大利亚,绍兴,长春海关,一般贸易,公路运输,2,1610000,2347700,20
2009,12,出口,2032900,其他冻藏猪肉,进出口公司63,新加坡,苏州其他,青岛海关,一般贸易,水路运输,2,125000,200000,20
2009,1,出口,2032900,其他冻藏猪肉,进出口公司64,中国台湾,宜春,深圳海关,一般贸易,铁路运输,2,136325,202940,20
2009,2,出口,2032900,其他冻藏猪肉,进出口公司65,印度,河北其他,拱北海关,一般贸易,公路运输,2,14000,21000,20
2007,3,出口,2032900,其他冻藏猪肉,进出口公司66,英国,南京其他,深圳海关,一般贸易,公路运输,2,108850,212031,20
2007,4,出口,2032900,其他冻藏猪肉,进出口公司67,埃及,淄博,深圳海关,一般贸易,铁路运输,2,185000,226961,20
2010,5,出口,2032900,其他冻藏猪肉,进出口公司68,加拿大,郑州其他,青岛海关,一般贸易,水路运输,2,157500,228375,20
2009,6,出口,2032900,其他冻藏猪肉,进出口公司69,巴基斯坦,贵阳其他,青岛海关,一般贸易,水路运输,2,154328,228769,20
2007,7,出口,2032900,其他冻藏猪肉,进出口公司70,美国,烟台其他,深圳海关,一般贸易,公路运输,2,150000,230919,20
